Components,Pressure_kPa,Temperature_C,Speed_mms,Cells (e6/ml),Needle_um,Has_Cells,num_components,contains_alginate,contains_gelatin,contains_pcl,contains_gelatin_methacrylated,contains_hydroxyapatite,contains_hyaluronic_acid,contains_pluronic_f127,contains_plga,contains_methylcellulose,contains_beta_tricalcium_phosphate,contains_chitosan,contains_fibrinogen,contains_carbopol,contains_polypropylene_fumarate_ppf,contains_diethyl_fumarate_def,contains_diclofenac_sodium,contains_lactose,contains_polyplasdone,contains_gellan_gum,contains_laponite,contains_glycerol,contains_pegda,contains_collagen,contains_hyaluronic_acid_methacrylated,contains_hydroxypropyl_methylcellulose,alginate_conc,gelatin_conc,pcl_conc,gelatin_methacrylated_conc,hydroxyapatite_conc,hyaluronic_acid_conc,pluronic_f127_conc,plga_conc,methylcellulose_conc,beta_tricalcium_phosphate_conc,chitosan_conc,fibrinogen_conc,carbopol_conc,polypropylene_fumarate_ppf_conc,diethyl_fumarate_def_conc,diclofenac_sodium_conc,lactose_conc,polyplasdone_conc,gellan_gum_conc,laponite_conc,glycerol_conc,pegda_conc,collagen_conc,hyaluronic_acid_methacrylated_conc,hydroxypropyl_methylcellulose_conc,dominant_material_type,total_solid_content,has_synthetic_polymer,has_natural_polymer,volumetric_flow_rate,wall_shear_rate,specific_pressure,throughput_capacity,temp_stress,shear_stress_risk,resolution_capability
PCL [100 wt%] ,800.0,95.0,4.131116530000002,,250.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.20278570846517754,66.09760008959968,193.6522004494991,258194.7831250001,1,1,0.003999999984
Pluronic F127 [33 wt%] Glycerol [10 %] ,200.0,18.0,11.2259,,250.0,False,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Thermo-responsive,43.0,0,0,0.5510500776552134,179.61368154527383,17.81594190078819,701618.75,0,0,0.003999999984
Fibrinogen [20 mg/mL] Gelatin [30 mg/mL] Hyaluronic Acid [3 mg/mL] Glycerol [10 %] ,100.0,18.0,1.67,Primary Neonatal Rat Ventricular Cardiomyocytes (10),200.0,True,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Natural_Polymer,63.0,0,1,0.05246459731494955,33.399833000834995,59.88020366454871,66800.0,0,0,0.004999999975
PCL [100 wt%] ,750.0,98.0,1.67,,300.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.11804534395863647,22.266592444691852,449.1015274841153,150300.0,1,1,0.0033333333222222224
Fibrinogen [20 mg/mL] Gelatin [35 mg/mL] Hyaluronic Acid [3 mg/mL] Glycerol [10 %] ,50.0,18.0,2.0,Primary Human Muscle Progenitor Cells (30),300.0,True,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Natural_Polymer,68.0,0,1,0.1413716694115407,26.666577778074075,24.99998750000625,180000.0,0,0,0.0033333333222222224
Gelatin [35 mg/mL] Hyaluronic Acid [3 mg/mL] Glycerol [10 %] ,50.0,18.0,2.67,,300.0,False,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Natural_Polymer,48.0,0,1,0.18873117866440683,35.59988133372889,18.726584746597474,240300.0,0,0,0.0033333333222222224
PCL [100 wt%] ,780.0,95.0,1.25,,300.0,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.08835729338221293,16.666611111296298,623.9995008003993,112500.0,1,1,0.0033333333222222224
Hyaluronic Acid [3 mg/mL] Gelatin [30 mg/mL] Fibrinogen [20 mg/mL] Glycerol [10 %] ,60.0,18.0,2.0,Human Epidermal Keratinocytes (10),300.0,True,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Other,63.0,0,1,0.1413716694115407,26.666577778074075,29.9999850000075,180000.0,0,0,0.0033333333222222224
Hyaluronic Acid [3 mg/mL] Gelatin [30 mg/mL] Fibrinogen [20 mg/mL] Glycerol [10 %] ,60.0,18.0,2.0,Human Epidermal Fibroblasts (5),300.0,True,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Other,63.0,0,1,0.1413716694115407,26.666577778074075,29.9999850000075,180000.0,0,0,0.0033333333222222224
Polyurethane [100 wt%] ,1500.0,160.0,5.005,,200.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.15723671231216915,100.09949950250248,299.7002398201319,200200.0,1,1,0.004999999975
Hydroxyapatite [60 wt%] Beta Tricalcium Phosphate [40 wt%] ,600.0,25.0,1.67,,610.0,False,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ceramic,100.0,0,0,0.4880519165223181,10.95080171999718,359.28122198729227,621407.0,0,0,0.0016393442596076323
Hydroxyapatite [60 wt%] Beta Tricalcium Phosphate [40 wt%] Zirconium oxide [10 wt%] ,600.0,25.0,1.67,,610.0,False,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ceramic,110.0,0,0,0.4880519165223181,10.95080171999718,359.28122198729227,621407.0,0,0,0.0016393442596076323
Polystyrene [100 wt%] ,900.0,155.0,4.0,,400.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.5026548245743669,39.99990000025,224.99994375001407,640000.0,1,1,0.00249999999375
Glass Sugar [100 wt%] ,70.0,155.0,20.0,,300.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,1.413716694115407,266.66577778074077,3.4999998250000086,1800000.0,1,0,0.0033333333222222224
Gelatin Methacrylated [7.5 wt%] ,40.0,23.0,4.0,L929 Fibroblasts (1),210.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,7.5,0,1,0.13854423602330987,76.19011338041247,9.999997500000624,176400.0,0,0,0.004761904739229025
PCL [90 wt%] Hydroxyapatite [10 wt%] ,520.0,160.0,1.1,,410.0,False,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.14522797439382215,10.731681142241118,472.72684297559726,184910.00000000003,1,0,0.0024390243842950625
PCL [80 wt%] Hydroxyapatite [10 wt%] Beta Tricalcium Phosphate [10 wt%] ,600.0,160.0,1.3,,410.0,False,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.17163306064724435,12.682895895375866,461.53810650914886,218530.0,1,0,0.0024390243842950625
PCL [70 wt%] Hydroxyapatite [10 wt%] Beta Tricalcium Phosphate [20 wt%] ,620.0,160.0,0.7,,410.0,False,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.09241780188697771,6.82925163597162,885.7130204099709,117669.99999999999,1,0,0.0024390243842950625
Polypropylene fumarate (PPF) [85 wt%] Diethyl fumarate (DEF) [15 wt%] ,200.0,55.0,12.5,,250.0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.6135923151542565,199.9992000032,15.999998720000104,781250.0,1,0,0.003999999984
Polypropylene fumarate (PPF) [90 wt%] Diethyl fumarate (DEF) [10 wt%] ,200.0,55.0,7.5,,250.0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.36815538909255385,119.99952000192,26.666663111111585,468750.0,1,0,0.003999999984
Polypropylene fumarate (PPF) [75 wt%] Diethyl fumarate (DEF) [12 wt%] Hydroxyapatite [10 wt%] SDS/DMSO [3 wt%] ,40.0,60.0,5.75,,840.0,False,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,3.186517428536127,27.380919784619305,6.956520529300778,4057200.0,1,0,0.0011904761890589568
Polypropylene fumarate (PPF) [76 wt%] Diethyl fumarate (DEF) [12 wt%] Hydroxyapatite [10 wt%] ,40.0,60.0,5.75,,840.0,False,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.0,0,0,3.186517428536127,27.380919784619305,6.956520529300778,4057200.0,1,0,0.0011904761890589568
Polypropylene fumarate (PPF) [75 wt%] Diethyl fumarate (DEF) [15 wt%] ,30.0,50.0,12.0,,840.0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,90.0,0,0,6.650123329118873,57.14278911572724,2.499999791666684,8467200.0,1,0,0.0011904761890589568
Polypropylene fumarate (PPF) [82 wt%] Diethyl fumarate (DEF) [15 wt%] Hydroxyapatite [1.25 wt%] ,40.0,60.0,5.75,,840.0,False,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.25,0,0,3.186517428536127,27.380919784619305,6.956520529300778,4057200.0,1,0,0.0011904761890589568
Polypropylene fumarate (PPF) [82 wt%] Diethyl fumarate (DEF) [14 wt%] Hydroxyapatite [2.5 wt%] ,40.0,60.0,5.75,,840.0,False,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.5,0,0,3.186517428536127,27.380919784619305,6.956520529300778,4057200.0,1,0,0.0011904761890589568
Polypropylene fumarate (PPF) [79 wt%] Diethyl fumarate (DEF) [14 wt%] Hydroxyapatite [5 wt%] ,40.0,60.0,5.75,,840.0,False,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.0,0,0,3.186517428536127,27.380919784619305,6.956520529300778,4057200.0,1,0,0.0011904761890589568
Polypropylene fumarate (PPF) [75 wt%] Diethyl fumarate (DEF) [13 wt%] Hydroxyapatite [10 wt%] ,40.0,60.0,5.75,,840.0,False,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.0,0,0,3.186517428536127,27.380919784619305,6.956520529300778,4057200.0,1,0,0.0011904761890589568
Polypropylene fumarate (PPF) [85 wt%] Diethyl fumarate (DEF) [15 wt%] ,80.0,55.0,5.0,,340.0,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.45396013844372524,58.82335640189294,15.99999680000064,578000.0,1,0,0.002941176461937716
Gelatin Methacrylated [7.5 wt%] ,80.0,21.0,6.0,Primary Adult Human Dermal Fibroblasts (2),400.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,7.5,0,1,0.7539822368615504,59.999850000375,13.33333111111148,960000.0,0,0,0.00249999999375
PEG Norbornene [5 wt%] PEG Thiol [5 wt%] Alginate [4 wt%] ,350.0,26.0,6.0,,400.0,False,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,14.0,1,1,0.7539822368615504,59.999850000375,58.33332361111273,960000.0,0,0,0.00249999999375
Gelatin Methacrylated [10 wt%] Collagen Methacrylated [0.25 wt%] Laminin [0.09375 mg/mL] Fibronectin [0.09375 mg/mL] ,28.0,27.0,10.0,Human Induced Pluripotent Stem Cells (15),240.0,True,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.4375,0,1,0.45238934211693016,166.66597222511572,2.799999720000028,576000.0,0,0,0.004166666649305556
Cellulose Nanofibrillated [2 wt%] Alginate [0.5 wt%] ,40.0,23.0,5.0,Primary Human Nasoseptal Cartilage (20),300.0,True,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,2.5,0,1,0.3534291735288517,66.66644444518519,7.99999840000032,450000.0,0,0,0.0033333333222222224
Pluronic F127 [60 wt%] Collagen [6 wt%] ,50.0,37.0,3.333,Primary Rat Bone Marrow-Derived Mesenchymal Stem Cells (10),337.0,True,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,Thermo-responsive,66.0,0,1,0.2972932144349431,39.56071346969297,15.001495649116215,378525.477,0,0,0.002967359041639884
Gelatin Methacrylated [5 wt%] ,300.0,22.0,6.0,Primary Rat Bone Mesenchymal Stem Cells (5),260.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.3185574950740051,92.30733727947201,49.99999166666805,405600.0,0,0,0.003846153831360947
Gelatin Methacrylated [5 wt%] Alginate-2-Hydroxyethyl Methacrylate [3 wt%] ,26.200088,37.0,4.3333,,400.0,False,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.0,0,1,0.5445385378320261,43.33289166777084,6.046219267943768,693328.0000000001,0,0,0.00249999999375
Gelatin Methacrylated [5 wt%] Silicate Nanoparticles [1 wt%] ,19.305328,30.0,4.3333,,400.0,False,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,6.0,0,1,0.5445385378320261,43.33289166777084,4.455108934274355,693328.0000000001,0,0,0.00249999999375
Gelatin Methacrylated [4 wt%] Chitosan [4 wt%] ,400.0,40.0,8.0,,200.0,False,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.0,0,1,0.25132741228718347,159.99920000399996,49.99999375000078,320000.0,1,0,0.004999999975
Gelatin Methacrylated [4 wt%] Chitosan [4 wt%] ,500.0,40.0,5.0,,150.0,False,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.0,0,1,0.08835729338221293,133.33244445037033,99.999980000004,112500.0,1,1,0.0066666666222222224
Alginate [5 wt%] Gelatin [6 wt%] ,103.0,37.0,5.0,,210.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.0,0,1,0.17318029502913734,95.2376417255156,20.599995880000822,220500.0,0,0,0.004761904739229025
Alginate [5 wt%] Gelatin [8 wt%] ,172.0,37.0,5.0,,210.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,13.0,0,1,0.17318029502913734,95.2376417255156,34.399993120001376,220500.0,0,0,0.004761904739229025
Alginate [7 wt%] Gelatin [8 wt%] ,193.0,37.0,5.0,,210.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.17318029502913734,95.2376417255156,38.599992280001544,220500.0,0,0,0.004761904739229025
Alginate [9 wt%] Gelatin [6 wt%] ,276.0,37.0,5.0,,210.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.17318029502913734,95.2376417255156,55.19998896000221,220500.0,0,0,0.004761904739229025
Alginate [5 wt%] Gelatin [10 wt%] ,310.0,37.0,5.0,,210.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.17318029502913734,95.2376417255156,61.99998760000248,220500.0,0,0,0.004761904739229025
Alginate [7 wt%] Gelatin [6 wt%] ,186.0,37.0,5.0,,210.0,False,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,13.0,0,1,0.17318029502913734,95.2376417255156,37.19999256000149,220500.0,0,0,0.004761904739229025
Alginate [3 wt%] Methylcellulose [9 wt%] ,40.0,25.0,10.0,,840.0,False,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,12.0,0,1,5.541769440932395,47.6189909297727,3.99999960000004,7056000.0,0,0,0.0011904761890589568
Gelatin Methacrylated [5 wt%] ,282.29,20.0,5.0,NIH 3T3 Fibroblasts (1),210.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.17318029502913734,95.2376417255156,56.45798870840226,220500.0,0,0,0.004761904739229025
Gelatin Methacrylated [5 wt%] Silk Fibroin [1 wt%] ,292.22,20.0,5.0,NIH 3T3 Fibroblasts (1),210.0,True,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,6.0,0,1,0.17318029502913734,95.2376417255156,58.44398831120234,220500.0,0,0,0.004761904739229025
Alginate [2 wt%] Kappa Carrageenan [1.5 wt%] ,50.0,25.0,2.0,Primary Rabbit Adipose-Dervied Mesenchymal Stem Cells (5),510.0,True,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.5,0,1,0.4085641245993526,15.686243752463229,24.99998750000625,520200.0,0,0,0.001960784309880815
